trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
34,FALSE,"{'a': 0.1, 'e': 0.6088170974221941}",25,0,-175.8324189,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
35,FALSE,"{'a': 0.1, 'e': 0.6039465606428166}",25,11,-102.3908904,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 2}",1
36,FALSE,"{'a': 0.1, 'e': 0.5991149881576739}",20,12,1.027036849,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
37,FALSE,"{'a': 0.1, 'e': 0.5943220682524125}",20,0,-48.99569512,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
38,FALSE,"{'a': 0.1, 'e': 0.5895674917063933}",25,0,-127.4997223,"{0: 19, 1: 0, 2: 0, 3: 4, 4: 2}",0
39,FALSE,"{'a': 0.1, 'e': 0.5848509517727422}",30,0,-158.4530043,"{0: 19, 1: 5, 2: 2, 3: 1, 4: 3}",0
40,FALSE,"{'a': 0.1, 'e': 0.5801721441585602}",20,2,-79.81011577,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
41,FALSE,"{'a': 0.1, 'e': 0.5755307670052917}",20,0,-23.54583371,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
42,FALSE,"{'a': 0.1, 'e': 0.5709265208692494}",25,2,17.92130233,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
43,FALSE,"{'a': 0.1, 'e': 0.5663591087022953}",30,17,-40.48588915,"{0: 7, 1: 4, 2: 1, 3: 1, 4: 0}",1
44,FALSE,"{'a': 0.1, 'e': 0.561828235832677}",25,0,-88.93734782,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
45,FALSE,"{'a': 0.1, 'e': 0.5573336099460157}",20,14,11.9655576,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,FALSE,"{'a': 0.1, 'e': 0.5528749410664474}",20,0,-126.0469113,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
47,FALSE,"{'a': 0.1, 'e': 0.5484519415379159}",30,0,-82.35175026,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
48,FALSE,"{'a': 0.1, 'e': 0.5440643260056126}",25,8,-23.26891036,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
49,FALSE,"{'a': 0.1, 'e': 0.5397118113975676}",30,0,-120.087753,"{0: 21, 1: 2, 2: 3, 3: 3, 4: 1}",0
50,FALSE,"{'a': 0.1, 'e': 0.5353941169063872}",30,7,-78.23676067,"{0: 14, 1: 6, 2: 1, 3: 1, 4: 1}",1
51,FALSE,"{'a': 0.1, 'e': 0.531110963971136}",35,7,-31.76560667,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
52,FALSE,"{'a': 0.1, 'e': 0.5268620762593669}",25,0,-69.11945446,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
53,FALSE,"{'a': 0.1, 'e': 0.522647179649292}",20,0,-9.481063684,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
54,FALSE,"{'a': 0.1, 'e': 0.5184660022120976}",25,0,-124.7717006,"{0: 19, 1: 0, 2: 1, 3: 3, 4: 2}",0
55,FALSE,"{'a': 0.1, 'e': 0.5143182741944008}",25,0,-113.4368997,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
56,FALSE,"{'a': 0.1, 'e': 0.5102037280008456}",30,8,-93.97560886,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
57,FALSE,"{'a': 0.1, 'e': 0.5061220981768388}",25,10,-43.45861547,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
58,FALSE,"{'a': 0.1, 'e': 0.5020731213914241}",20,0,2.737781565,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
59,FALSE,"{'a': 0.1, 'e': 0.4980565364202928}",20,0,-35.67599606,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
60,FALSE,"{'a': 0.1, 'e': 0.4940720841289304}",25,0,-107.5766512,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
61,FALSE,"{'a': 0.1, 'e': 0.490119507455899}",20,4,-16.17535718,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
62,FALSE,"{'a': 0.1, 'e': 0.4861985513962518}",25,5,5.550357873,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
63,FALSE,"{'a': 0.1, 'e': 0.48230896298508175}",20,0,-56.82719573,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
64,FALSE,"{'a': 0.1, 'e': 0.4784504912812011}",20,3,-0.05349414,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
65,FALSE,"{'a': 0.1, 'e': 0.4746228873509515}",25,0,-30.75068149,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
66,FALSE,"{'a': 0.1, 'e': 0.4708259042521439}",30,0,-153.57652,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 4}",0
67,FALSE,"{'a': 0.1, 'e': 0.4670592970181267}",20,0,-107.6942154,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
68,FALSE,"{'a': 0.1, 'e': 0.4633228226419817}",20,0,8.707687277,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
69,FALSE,"{'a': 0.1, 'e': 0.45961624006084584}",25,0,-61.87539157,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
70,FALSE,"{'a': 0.1, 'e': 0.45593931014035904}",30,0,-90.23822465,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",1
71,FALSE,"{'a': 0.1, 'e': 0.45229179565923616}",30,14,-58.72841494,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
72,FALSE,"{'a': 0.1, 'e': 0.4486734612939623}",30,11,-10.20966128,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
73,FALSE,"{'a': 0.1, 'e': 0.44508407360361063}",20,0,-52.45517391,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
74,FALSE,"{'a': 0.1, 'e': 0.4415234010147817}",25,11,-3.643185535,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
75,FALSE,"{'a': 0.1, 'e': 0.4379912138066635}",30,0,-74.83796074,"{0: 23, 1: 1, 2: 2, 3: 4, 4: 0}",0
76,FALSE,"{'a': 0.1, 'e': 0.4344872840962102}",20,6,0.288114736,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
77,FALSE,"{'a': 0.1, 'e': 0.4310113858234405}",20,0,-24.51018826,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
78,FALSE,"{'a': 0.1, 'e': 0.42756329473685295}",30,0,-93.24107477,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
79,FALSE,"{'a': 0.1, 'e': 0.42414278837895814}",20,13,0.43586124,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,FALSE,"{'a': 0.1, 'e': 0.42074964607192644}",20,0,-90.86711564,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
81,FALSE,"{'a': 0.1, 'e': 0.41738364890335106}",25,0,0.113744841,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
82,FALSE,"{'a': 0.1, 'e': 0.41404457971212416}",30,3,10.81112172,"{0: 24, 1: 2, 2: 0, 3: 1, 4: 0}",1
83,FALSE,"{'a': 0.1, 'e': 0.4107322230744272}",20,0,-8.6757749,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
84,FALSE,"{'a': 0.1, 'e': 0.40744636528983175}",20,0,-14.60506022,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
85,FALSE,"{'a': 0.1, 'e': 0.4041867943675131}",25,0,-47.36137909,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
86,FALSE,"{'a': 0.1, 'e': 0.400953300012573}",25,0,-57.9121712,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
87,FALSE,"{'a': 0.1, 'e': 0.3977456736124725}",30,0,-86.27404208,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
88,FALSE,"{'a': 0.1, 'e': 0.3945637082235727}",25,0,-133.9411977,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
89,FALSE,"{'a': 0.1, 'e': 0.39140719855778405}",25,17,10.31947348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,FALSE,"{'a': 0.1, 'e': 0.3882759409693218}",20,0,-81.37399681,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
91,FALSE,"{'a': 0.1, 'e': 0.38516973344156724}",20,0,-32.93264445,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
92,FALSE,"{'a': 0.1, 'e': 0.3820883755740347}",20,0,13.83971788,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
93,FALSE,"{'a': 0.1, 'e': 0.37903166856944237}",20,0,-20.66881006,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
94,FALSE,"{'a': 0.1, 'e': 0.37599941522088687}",30,6,-52.02811183,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 1}",1
95,FALSE,"{'a': 0.1, 'e': 0.37299141989911977}",20,0,-40.89692611,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
96,FALSE,"{'a': 0.1, 'e': 0.3700074885399268}",25,0,-36.8402616,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
97,FALSE,"{'a': 0.1, 'e': 0.3670474286316074}",30,16,-16.54953065,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
98,FALSE,"{'a': 0.1, 'e': 0.36411104920255455}",20,0,-43.78823423,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
99,FALSE,"{'a': 0.1, 'e': 0.3611981608089341}",25,0,-94.7939184,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
100,FALSE,"{'a': 0.1, 'e': 0.35830857552246265}",35,9,-5.671428411,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 0}",1
101,FALSE,"{'a': 0.1, 'e': 0.35544210691828293}",20,0,-85.09770258,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
102,FALSE,"{'a': 0.1, 'e': 0.35259857006293666}",20,0,-10.44665049,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
103,FALSE,"{'a': 0.1, 'e': 0.34977778150243316}",20,13,3.595435979,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,FALSE,"{'a': 0.1, 'e': 0.3469795592504137}",25,0,-7.836879465,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
105,FALSE,"{'a': 0.1, 'e': 0.34420372277641037}",20,6,22.32929983,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,FALSE,"{'a': 0.1, 'e': 0.3414500929941991}",20,6,-33.20677177,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
107,FALSE,"{'a': 0.1, 'e': 0.33871849225024553}",30,21,-1.188898894,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
108,FALSE,"{'a': 0.1, 'e': 0.33600874431224353}",30,6,-68.99384258,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 1}",1
109,FALSE,"{'a': 0.1, 'e': 0.3333206743577456}",30,18,-17.41412198,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
110,FALSE,"{'a': 0.1, 'e': 0.3306541089628836}",35,0,-103.3558994,"{0: 27, 1: 4, 2: 0, 3: 2, 4: 2}",0
111,FALSE,"{'a': 0.1, 'e': 0.32800887609118057}",20,11,3.219881716,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,FALSE,"{'a': 0.1, 'e': 0.32538480508245105}",20,5,1.268151256,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
113,FALSE,"{'a': 0.1, 'e': 0.32278172664179144}",25,0,20.37980642,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
114,FALSE,"{'a': 0.1, 'e': 0.3201994728286572}",20,0,8.377537047,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
115,FALSE,"{'a': 0.1, 'e': 0.3176378770460279}",30,9,-1.730585495,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
116,FALSE,"{'a': 0.1, 'e': 0.3150967740296597}",20,10,-18.98763827,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
117,FALSE,"{'a': 0.1, 'e': 0.3125759998374224}",30,17,15.77816602,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,FALSE,"{'a': 0.1, 'e': 0.310075391838723}",25,9,-60.4436314,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 1}",1
119,FALSE,"{'a': 0.1, 'e': 0.3075947887040132}",20,0,10.03279612,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
120,FALSE,"{'a': 0.1, 'e': 0.3051340303943811}",20,6,9.140680137,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,FALSE,"{'a': 0.1, 'e': 0.3026929581512261}",25,2,-60.71933493,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
122,FALSE,"{'a': 0.1, 'e': 0.30027141448601624}",20,1,-3.672288396,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
123,FALSE,"{'a': 0.1, 'e': 0.29786924317012814}",25,0,-75.64409825,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
124,FALSE,"{'a': 0.1, 'e': 0.2954862892247671}",20,0,-42.65624764,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
125,FALSE,"{'a': 0.1, 'e': 0.293122398910969}",25,3,-27.76718268,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
126,FALSE,"{'a': 0.1, 'e': 0.2907774197196812}",25,2,28.27641135,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
127,FALSE,"{'a': 0.1, 'e': 0.28845120036192373}",25,16,-14.83497384,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
128,FALSE,"{'a': 0.1, 'e': 0.28614359075902834}",25,8,-0.419748517,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
129,FALSE,"{'a': 0.1, 'e': 0.2838544420329561}",20,0,-20.51140334,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
130,FALSE,"{'a': 0.1, 'e': 0.28158360649669245}",20,0,-81.56123078,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
131,FALSE,"{'a': 0.1, 'e': 0.27933093764471895}",20,12,3.983618998,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,FALSE,"{'a': 0.1, 'e': 0.27709629014356113}",20,2,-122.3539924,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 3}",1
133,FALSE,"{'a': 0.1, 'e': 0.2748795198224127}",25,18,-29.68089174,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
134,FALSE,"{'a': 0.1, 'e': 0.2726804836638334}",25,5,25.88483561,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,FALSE,"{'a': 0.1, 'e': 0.2704990397945227}",20,7,-38.46939098,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
136,FALSE,"{'a': 0.1, 'e': 0.2683350474761665}",20,0,-98.525335,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
137,FALSE,"{'a': 0.1, 'e': 0.2661883670963572}",20,10,19.28565102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,FALSE,"{'a': 0.1, 'e': 0.2640588601595863}",20,1,-9.659289785,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
139,FALSE,"{'a': 0.1, 'e': 0.26194638927830965}",20,0,-34.39517433,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
140,FALSE,"{'a': 0.1, 'e': 0.2598508181640832}",20,2,-12.53673636,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
141,FALSE,"{'a': 0.1, 'e': 0.25777201161877045}",25,2,18.21735996,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
142,FALSE,"{'a': 0.1, 'e': 0.25570983552582033}",30,8,-3.848552372,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
143,FALSE,"{'a': 0.1, 'e': 0.25366415684161375}",30,0,21.57390141,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
144,FALSE,"{'a': 0.1, 'e': 0.2516348435868809}",20,7,19.57108149,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,FALSE,"{'a': 0.1, 'e': 0.24962176483818582}",20,1,21.52727824,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,FALSE,"{'a': 0.1, 'e': 0.24762479071948032}",25,1,-45.57192276,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 1}",1
147,FALSE,"{'a': 0.1, 'e': 0.24564379239372447}",20,12,19.47591786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,FALSE,"{'a': 0.1, 'e': 0.24367864205457465}",25,14,-13.35639108,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
149,FALSE,"{'a': 0.1, 'e': 0.24172921291813806}",20,8,13.93473101,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,FALSE,"{'a': 0.1, 'e': 0.239795379214793}",20,2,-12.92462247,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
151,FALSE,"{'a': 0.1, 'e': 0.2378770161810746}",20,8,-4.0728716,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
152,FALSE,"{'a': 0.1, 'e': 0.23597400005162605}",20,0,-25.81998562,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
153,FALSE,"{'a': 0.1, 'e': 0.234086208051213}",35,14,-27.89192418,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
154,FALSE,"{'a': 0.1, 'e': 0.23221351838680332}",25,0,-12.16026956,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
155,FALSE,"{'a': 0.1, 'e': 0.23035581023970889}",25,0,14.41826112,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
156,FALSE,"{'a': 0.1, 'e': 0.22851296375779118}",35,9,-13.91823169,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 0}",1
157,FALSE,"{'a': 0.1, 'e': 0.2266848600477289}",25,0,-18.88254938,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
158,FALSE,"{'a': 0.1, 'e': 0.22487138116734703}",30,22,0.963529553,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,FALSE,"{'a': 0.1, 'e': 0.22307241011800827}",30,11,18.66404794,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
160,FALSE,"{'a': 0.1, 'e': 0.2212878308370642}",25,17,-7.789295178,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
161,FALSE,"{'a': 0.1, 'e': 0.21951752819036768}",30,15,0.17144268,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
162,FALSE,"{'a': 0.1, 'e': 0.21776138796484476}",25,0,-49.7001924,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
163,FALSE,"{'a': 0.1, 'e': 0.21601929686112598}",30,6,3.328141929,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 0}",1
164,FALSE,"{'a': 0.1, 'e': 0.21429114248623696}",30,0,-1.214798769,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
165,FALSE,"{'a': 0.1, 'e': 0.2125768133463471}",20,0,7.846887763,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
166,FALSE,"{'a': 0.1, 'e': 0.2108761988395763}",20,0,-22.05531939,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
167,FALSE,"{'a': 0.1, 'e': 0.20918918924885968}",20,7,17.29160046,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,FALSE,"{'a': 0.1, 'e': 0.20751567573486882}",30,10,31.41593098,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,FALSE,"{'a': 0.1, 'e': 0.20585555032898983}",20,4,23.04254959,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,FALSE,"{'a': 0.1, 'e': 0.20420870592635795}",20,10,19.0531629,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,FALSE,"{'a': 0.1, 'e': 0.20257503627894705}",25,8,15.72796415,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,FALSE,"{'a': 0.1, 'e': 0.20095443598871549}",20,12,-39.88483492,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
173,FALSE,"{'a': 0.1, 'e': 0.19934680050080578}",20,11,13.46005268,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,FALSE,"{'a': 0.1, 'e': 0.19775202609679932}",20,8,11.2509714,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,FALSE,"{'a': 0.1, 'e': 0.1961700098880249}",20,3,-33.53573146,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
176,FALSE,"{'a': 0.1, 'e': 0.19460064980892072}",25,15,-2.96181079,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
177,FALSE,"{'a': 0.1, 'e': 0.19304384461044935}",30,17,15.77529092,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,FALSE,"{'a': 0.1, 'e': 0.19149949385356577}",25,4,-0.555071429,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
179,FALSE,"{'a': 0.1, 'e': 0.18996749790273723}",20,8,12.00994998,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,FALSE,"{'a': 0.1, 'e': 0.18844775791951532}",30,0,9.838580966,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
181,FALSE,"{'a': 0.1, 'e': 0.18694017585615919}",20,11,19.55612806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,FALSE,"{'a': 0.1, 'e': 0.1854446544493099}",20,3,21.893531,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,FALSE,"{'a': 0.1, 'e': 0.18396109721371545}",20,0,-9.20847222,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
184,FALSE,"{'a': 0.1, 'e': 0.18248940843600572}",30,18,10.97180726,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,FALSE,"{'a': 0.1, 'e': 0.18102949316851769}",20,5,11.39309887,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,FALSE,"{'a': 0.1, 'e': 0.17958125722316953}",20,0,-7.169532967,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
187,FALSE,"{'a': 0.1, 'e': 0.17814460716538416}",20,16,6.702552308,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,FALSE,"{'a': 0.1, 'e': 0.1767194503080611}",25,5,10.23474418,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,FALSE,"{'a': 0.1, 'e': 0.17530569470559662}",20,3,3.907445328,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
190,FALSE,"{'a': 0.1, 'e': 0.17390324914795185}",25,0,3.833094255,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
191,FALSE,"{'a': 0.1, 'e': 0.1725120231547682}",20,8,17.94758248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,FALSE,"{'a': 0.1, 'e': 0.17113192696953006}",20,7,1.540758316,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
193,FALSE,"{'a': 0.1, 'e': 0.16976287155377384}",20,15,7.301225845,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,FALSE,"{'a': 0.1, 'e': 0.16840476858134365}",25,0,18.98380079,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
195,FALSE,"{'a': 0.1, 'e': 0.1670575304326929}",20,4,-6.152246975,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
196,FALSE,"{'a': 0.1, 'e': 0.16572107018923135}",30,10,23.88111827,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,FALSE,"{'a': 0.1, 'e': 0.1643953016277175}",20,9,-3.505033667,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,FALSE,"{'a': 0.1, 'e': 0.16308013921469577}",20,10,4.087035008,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,FALSE,"{'a': 0.1, 'e': 0.1617754981009782}",25,5,19.29976161,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,FALSE,"{'a': 0.1, 'e': 0.16048129411617038}",20,3,17.04362784,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,FALSE,"{'a': 0.1, 'e': 0.159197443763241}",20,8,-53.08809905,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
202,FALSE,"{'a': 0.1, 'e': 0.1579238642131351}",20,2,31.78317069,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,FALSE,"{'a': 0.1, 'e': 0.15666047329943}",20,12,14.02337213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,FALSE,"{'a': 0.1, 'e': 0.15540718951303456}",20,0,12.44642511,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
205,FALSE,"{'a': 0.1, 'e': 0.15416393199693026}",25,2,24.70542129,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
206,FALSE,"{'a': 0.1, 'e': 0.15293062054095483}",25,17,13.445982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,FALSE,"{'a': 0.1, 'e': 0.1517071755766272}",20,14,9.913962549,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,FALSE,"{'a': 0.1, 'e': 0.15049351817201417}",20,12,17.68885127,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,FALSE,"{'a': 0.1, 'e': 0.14928957002663806}",25,8,18.01187054,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,FALSE,"{'a': 0.1, 'e': 0.14809525346642494}",30,13,-20.26966605,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
211,FALSE,"{'a': 0.1, 'e': 0.14691049143869353}",30,4,-7.616769046,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 0}",1
212,FALSE,"{'a': 0.1, 'e': 0.145735207507184}",20,11,9.735879422,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,FALSE,"{'a': 0.1, 'e': 0.14456932584712653}",25,1,14.33152403,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
214,FALSE,"{'a': 0.1, 'e': 0.1434127712403495}",20,2,17.86096773,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,FALSE,"{'a': 0.1, 'e': 0.1422654690704267}",20,4,24.34070554,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
